zipcode	state	city	city_soundex	lat	lon	valid	searched
13402	NY	MADISON	M325	75.5076	42.8969	1	0
13403	NY	MARCY	M620	75.2783	43.1639	1	0
13406	NY	MIDDLEVILLE	M3414	74.924	43.1369	1	0
13407	NY	MOHAWK	M200	74.9853	42.99	1	0
13408	NY	MORRISVILLE	M6214	75.6487	42.9108	1	0
13409	NY	MUNNSVILLE	M214	75.594	42.9863	1	0
13411	NY	NEW BERLIN	N1645	75.3474	42.6224	1	0
13413	NY	NEW HARTFORD	N63163	75.2906	43.0654	1	0
13415	NY	NEW LISBON	N4215	75.3274	42.579	1	0
13416	NY	NEWPORT	N163	74.9861	43.18	1	0
13417	NY	NEW YORK MILLS	N62542	75.2937	43.1	1	0
13418	NY	NORTH BROOKFIELD	N63162143	75.3815	42.8501	1	0
13420	NY	OLD FORGE	O43162	74.8935	43.7435	1	0
13421	NY	ONEIDA	O530	75.6508	43.0862	1	0
13424	NY	ORISKANY	O625	75.3434	43.1524	1	0
13425	NY	ORISKANY FALLS	O625142	75.4838	42.9576	1	0
13428	NY	PALATINE BRIDGE	P4351632	74.5708	42.9221	1	0
13431	NY	POLAND	P453	75.0731	43.2115	1	0
13433	NY	PORT LEYDEN	P63435	75.3263	43.5802	1	0
13436	NY	RAQUETTE LAKE	R2342	74.538	43.8662	1	0
13437	NY	REDFIELD	R3143	75.8242	43.5658	1	0
13438	NY	REMSEN	R525	75.1616	43.3385	1	0
13439	NY	RICHFIELD SPRING	R214321652	74.9922	42.8503	1	0
13440	NY	ROME	R500	75.4498	43.2193	1	0
13450	NY	ROSEBOOM	R215	74.7416	42.7882	1	0
13452	NY	SAINT JOHNSVILLE	S5325214	74.646	43.017	1	0
13454	NY	SALISBURY CENTER	S42162536	74.7809	43.1625	1	0
13456	NY	SAUQUOIT	S300	75.2626	43.0073	1	0
13459	NY	SHARON SPRINGS	S6521652	74.5919	42.7634	1	0
13460	NY	SHERBURNE	S6165	75.483	42.6859	1	0
13461	NY	SHERRILL	S640	75.599	43.0704	1	0
13464	NY	SMYRNA	S565	75.6121	42.6896	1	0
13466	NY	SOUTH EDMESTON	S35235	75.2629	42.6768	1	1
13468	NY	SPRINGFIELD CENT	S1652143253	74.938	42.8501	1	0
13469	NY	STITTVILLE	S314	75.2899	43.2229	1	0
13470	NY	STRATFORD	S363163	74.6768	43.1791	1	0
13471	NY	TABERG	T162	75.6027	43.3366	1	0
13473	NY	TURIN	T650	75.4132	43.6441	1	0
13475	NY	VAN HORNESVILLE	V565214	74.8347	42.8948	1	0
13476	NY	VERNON	V650	75.5627	43.0945	1	0
13477	NY	VERNON CENTER	V652536	75.521	43.0443	1	0
13478	NY	VERONA	V650	75.5724	43.1473	1	0
13480	NY	WATERVILLE	W3614	75.3815	42.9332	1	0
13482	NY	WEST BURLINGTON	W231645235	75.1906	42.7062	1	0
13483	NY	WESTDALE	W234	75.8226	43.4117	1	0
13485	NY	WEST EDMESTON	W235235	75.3037	42.7945	1	0
13486	NY	WESTERNVILLE	W236514	75.3151	43.3294	1	0
13488	NY	WESTFORD	W23163	75.1004	42.5035	1	0
13489	NY	WEST LEYDEN	W23435	75.5127	43.4597	1	0
13490	NY	WESTMORELAND	W2356453	75.4533	43.1017	1	0
13491	NY	WEST WINFIELD	W235143	75.1835	42.8826	1	0
13492	NY	WHITESBORO	W3216	75.3095	43.1158	1	0
13493	NY	WILLIAMSTOWN	W45235	75.9044	43.4106	1	0
13494	NY	WOODGATE	W323	75.1191	43.5488	1	0
13495	NY	YORKVILLE	Y6214	75.2756	43.1116	1	0
13501	NY	UTICA	U320	75.2315	43.0871	1	0
13502	NY	UTICA	U320	75.2314	43.1067	1	0
13601	NY	WATERTOWN	W3635	75.9122	43.9743	1	0
13602	NY	FORT DRUM	F6365	75.754	44.0354	1	0
13603	NY	FORT DRUM	F6365	75.7919	44.0721	1	0
13605	NY	SMITHVILLE	S5314	76.0543	43.8161	1	0
13606	NY	ADAMS CENTER	A352536	76.0042	43.8631	1	0
13607	NY	POINT VIVIAN	P5315	75.9306	44.327	1	0
13608	NY	ANTWERP	A5361	75.6005	44.2358	1	0
13611	NY	BELLEVILLE	B414	76.1151	43.7854	1	0
13612	NY	BLACK RIVER	B42616	75.7958	44.0042	1	0
13613	NY	BRASHER FALLS	B626142	74.7473	44.8467	1	0
13614	NY	BRIER HILL	B640	75.6722	44.5525	1	0
13616	NY	CALCIUM	C425	75.8499	44.0265	1	0
13617	NY	CANTON	C535	75.1628	44.5924	1	0
13618	NY	CAPE VINCENT	C15253	76.3164	44.1244	1	0
13619	NY	CARTHAGE	C632	75.616	43.981	1	0
13620	NY	CASTORLAND	C36453	75.4604	43.8843	1	0
13621	NY	CHASE MILLS	C542	75.073	44.8672	1	0
13622	NY	CHAUMONT	C530	76.1232	44.0848	1	0
13624	NY	FRONTENAC	F65352	76.1071	44.217	1	0
13625	NY	COLTON	C435	74.9327	44.5016	1	0
13626	NY	COPENHAGEN	C1525	75.6839	43.8801	1	0
13630	NY	DE KALB JUNCTION	D24125235	75.2871	44.4896	1	0
13633	NY	DE PEYSTER	D1236	75.4328	44.5413	1	0
13634	NY	DEXTER	D236	76.065	44.0069	1	0
13635	NY	EDWARDS	E3632	75.2522	44.311	1	0
13636	NY	ELLISBURG	E42162	76.1259	43.7372	1	0
13637	NY	EVANS MILLS	E152542	75.8305	44.0817	1	0
13638	NY	FELTS MILLS	F432542	75.7524	44.0204	1	0
13642	NY	GOUVERNEUR	G1656	75.4651	44.3283	1	0
13646	NY	HAMMOND	H530	75.6728	44.4502	1	0
13648	NY	HARRISVILLE	H6214	75.3251	44.1613	1	0
13650	NY	HENDERSON	H53625	76.2352	43.8467	1	0
13652	NY	HERMON	H650	75.1987	44.4448	1	0
13654	NY	HEUVELTON	H1435	75.4203	44.593	1	0
13655	NY	HOGANSBURG	H252162	74.6627	44.9825	1	0
13656	NY	LA FARGEVILLE	L16214	75.9569	44.1987	1	0
13658	NY	LISBON	L215	75.2694	44.7184	1	0
13659	NY	LORRAINE	L650	75.9053	43.7568	1	0
13660	NY	MADRID	M363	75.1413	44.769	1	0
13661	NY	MANNSVILLE	M214	76.082	43.7179	1	0
13662	NY	MASSENA	M250	74.8862	44.9324	1	0
13665	NY	NATURAL BRIDGE	N3641632	75.5039	44.063	1	0
13666	NY	NEWTON FALLS	N35142	74.9846	44.1986	1	0
13667	NY	NORFOLK	N6142	74.9577	44.8424	1	0
13668	NY	NORWOOD	N630	74.9992	44.7472	1	0
13669	NY	OGDENSBURG	O2352162	75.4774	44.6902	1	0
13670	NY	OSWEGATCHIE	O232	75.0659	44.1933	1	0
13672	NY	PARISHVILLE	P6214	74.7941	44.5927	1	0
13673	NY	PHILADELPHIA	P4341	75.7099	44.1589	1	0
13675	NY	PLESSIS	P420	75.8496	44.2774	1	0
13676	NY	POTSDAM	P3235	74.9681	44.6592	1	0
13679	NY	REDWOOD	R300	75.815	44.3211	1	0
13680	NY	RENSSELAER FALLS	R5246142	75.3226	44.5906	1	0
13681	NY	RICHVILLE	R214	75.4025	44.4045	1	0
13682	NY	RODMAN	R350	75.8719	43.8622	1	0
13684	NY	DEGRASSE	D262	75.1138	44.3807	1	0
13685	NY	SACKETS HARBOR	S32616	76.105	43.9398	1	0
13687	NY	SOUTH COLTON	S32435	74.8607	44.5041	1	0
13690	NY	STAR LAKE	S3642	75.033	44.1578	1	0
13691	NY	THERESA	T620	75.8014	44.2113	1	0
13693	NY	THREE MILE BAY	T6541	76.2689	44.0551	1	0
13694	NY	WADDINGTON	W35235	75.2049	44.8564	1	0
13695	NY	WANAKENA	W525	75.0908	44.2184	1	0
13696	NY	WEST STOCKHOLM	W2323245	74.8919	44.729	1	0
13697	NY	WINTHROP	W5361	74.8066	44.7583	1	0
13698	NY	WOODVILLE	W314	76.172	43.7812	0	0
13730	NY	AFTON	A135	75.5366	42.2417	1	0
13731	NY	ANDES	A532	74.7887	42.1569	1	0
13732	NY	APALACHIN	A1425	76.1519	42.0556	1	0
13733	NY	BAINBRIDGE	B51632	75.4894	42.312	1	0
13734	NY	BARTON	B635	76.3983	42.0695	1	0
13736	NY	BERKSHIRE	B626	76.192	42.3074	1	0
13739	NY	BLOOMVILLE	B4514	74.8071	42.3522	1	0
13740	NY	BOVINA CENTER	B52536	74.7661	42.2709	1	0
13743	NY	CANDOR	C536	76.3322	42.2063	1	0
13744	NY	CASTLE CREEK	C34262	75.9087	42.2568	1	0
13746	NY	CHENANGO FORKS	C52162	75.8242	42.2637	1	0
13748	NY	CONKLIN	C5245	75.8076	42.0454	1	0
13750	NY	DAVENPORT	D15163	74.8357	42.4711	1	0
13751	NY	DAVENPORT CENTER	D151632536	74.907	42.4523	1	0
13752	NY	DE LANCEY	D452	74.9229	42.189	1	0
13753	NY	MEREDITH	M630	74.9228	42.2878	1	0
13754	NY	DEPOSIT	D123	75.4287	42.0666	1	0
13755	NY	DOWNSVILLE	D5214	75.0152	42.0716	1	0
13756	NY	EAST BRANCH	E231652	75.1252	41.9844	1	0
13757	NY	EAST MEREDITH	E23563	74.8987	42.4101	1	0
13760	NY	ENDWELL	E534	76.0569	42.1141	1	0
13775	NY	FRANKLIN	F65245	75.1485	42.3421	1	0
13776	NY	GILBERTSVILLE	G4163214	75.3609	42.433	1	0
13777	NY	GLEN AUBREY	G4516	75.9805	42.2573	1	0
13778	NY	GREENE	G650	75.7595	42.3373	1	0
13780	NY	GUILFORD	G4163	75.4823	42.4269	1	0
13782	NY	HAMDEN	H535	74.9984	42.1787	1	0
13783	NY	CADOSIA	C320	75.2653	41.9597	1	0
13786	NY	HARPERSFIELD	H6162143	74.6871	42.4499	1	0
13787	NY	HARPURSVILLE	H616214	75.6545	42.1823	1	0
13788	NY	HOBART	H163	74.6759	42.3594	1	0
13790	NY	JOHNSON CITY	J52523	75.9685	42.1267	1	0
13795	NY	KIRKWOOD	K623	75.7967	42.0695	1	0
13796	NY	LAURENS	L652	75.1279	42.5383	1	0
13797	NY	LISLE	L240	76.0302	42.3409	1	0
13801	NY	MC DONOUGH	M2352	75.7623	42.5068	1	0
13802	NY	MAINE	M000	76.0595	42.1962	1	0
13803	NY	MARATHON	M635	76.0395	42.4527	1	0
13804	NY	MASONVILLE	M2514	75.2155	42.2623	1	0
13806	NY	MERIDALE	M634	74.9803	42.378	1	0
13807	NY	MILFORD	M4163	74.9685	42.6148	1	0
13808	NY	MORRIS	M620	75.2448	42.5478	1	0
13809	NY	MOUNT UPTON	M3135	75.4003	42.4081	1	0
13810	NY	MOUNT VISION	M3125	75.1264	42.6068	1	0
13811	NY	NEWARK VALLEY	N6214	76.1625	42.2281	1	0
13812	NY	NICHOLS	N242	76.361	42.032	1	0
13813	NY	NINEVEH	N100	75.5484	42.1625	1	0
13815	NY	NORWICH	N620	75.5274	42.5415	1	0
13820	NY	ONEONTA	O530	75.0491	42.4625	1	0
13825	NY	OTEGO	O320	75.2079	42.4133	1	0
13826	NY	OUAQUAGA	O200	75.6474	42.1193	1	0
13827	NY	OWEGO	O200	76.2528	42.1138	1	0
13830	NY	BRISBEN	B6215	75.6063	42.4434	1	0
13832	NY	PLYMOUTH	P453	75.6172	42.6336	1	0
13833	NY	SANITARIA SPRING	S53621652	75.791	42.1957	1	0
13834	NY	PORTLANDVILLE	P6345314	74.9761	42.5103	1	0
13835	NY	RICHFORD	R2163	76.1865	42.3945	1	0
13838	NY	SIDNEY	S350	75.3908	42.3074	1	0
13839	NY	SIDNEY CENTER	S352536	75.2871	42.2441	1	0
13841	NY	SMITHVILLE FLATS	S53141432	75.8237	42.3989	1	0
13842	NY	SOUTH KORTRIGHT	S3263623	74.7259	42.377	1	0
13843	NY	SOUTH NEW BERLIN	S351645	75.3525	42.5306	1	0
13844	NY	SOUTH PLYMOUTH	S31453	75.633	42.6053	1	0
13846	NY	TREADWELL	T634	75.0588	42.363	1	0
13849	NY	UNADILLA	U534	75.3366	42.3252	1	0
13850	NY	VESTAL	V234	76.0118	42.0771	1	0
13856	NY	WALTON	W435	75.1532	42.1756	1	0
13859	NY	WELLS BRIDGE	W421632	75.2566	42.358	1	0
13861	NY	WEST ONEONTA	W2353	75.0957	42.4539	1	0
13862	NY	WHITNEY POINT	W35153	75.9522	42.3384	1	0
13863	NY	WILLET	W430	75.9014	42.452	1	0
13864	NY	WILLSEYVILLE	W4214	76.3897	42.3029	1	0
13865	NY	WINDSOR	W5326	75.6728	42.0745	1	0
13901	NY	BINGHAMTON	B52535	75.8865	42.1463	1	0
13903	NY	BINGHAMTON	B52535	75.8977	42.0811	1	0
13904	NY	BINGHAMTON	B52535	75.8653	42.1171	1	0
13905	NY	BINGHAMTON	B52535	75.9309	42.1151	1	0
14001	NY	AKRON	A265	78.5084	43.0249	1	0
14003	NY	ALABAMA	A415	78.3852	43.0719	1	0
14004	NY	ALDEN	A435	78.5257	42.8984	1	0
14005	NY	ALEXANDER	A42536	78.2589	42.9159	1	0
14006	NY	ANGOLA	A524	79.0497	42.6366	1	0
14008	NY	APPLETON	A1435	78.6372	43.3105	1	0
14009	NY	ARCADE	A623	78.4134	42.563	1	0
14011	NY	ATTICA	A320	78.2798	42.8499	1	0
14012	NY	BARKER	B626	78.542	43.3368	1	0
14013	NY	BASOM	B250	78.3951	43.0807	1	0
14020	NY	BATAVIA	B310	78.1929	43.0003	1	0
14024	NY	BLISS	B420	78.2581	42.5799	1	0
14025	NY	BOSTON	B235	78.7391	42.6314	1	0
14026	NY	BOWMANSVILLE	B5214	78.683	42.9478	1	0
14028	NY	BURT	B630	78.7141	43.3221	1	0
14030	NY	CHAFFEE	C100	78.5025	42.5605	1	0
14031	NY	CLARENCE	C4652	78.6162	42.981	1	0
14032	NY	CLARENCE CENTER	C4652536	78.639	43.0362	1	0
14033	NY	COLDEN	C435	78.6921	42.6551	1	0
14034	NY	COLLINS	C452	78.893	42.5001	1	0
14036	NY	CORFU	C610	78.3929	42.9777	1	0
14037	NY	COWLESVILLE	C4214	78.4481	42.8112	1	0
14039	NY	DALE	D400	78.1749	42.8263	1	0
14040	NY	DARIEN CENTER	D652536	78.3878	42.8948	1	0
14041	NY	DAYTON	D500	78.9818	42.4231	1	0
14042	NY	DELEVAN	D415	78.4793	42.4926	1	0
14043	NY	DEPEW	D100	78.7041	42.905	1	0
14047	NY	DERBY	D610	78.9834	42.6974	1	0
14048	NY	VAN BUREN BAY	V51651	79.3294	42.4759	1	0
14051	NY	SWORMVILLE	S6514	78.705	43.0292	1	0
14052	NY	EAST AURORA	E236	78.602	42.7701	1	0
14054	NY	EAST BETHANY	E23135	78.1342	42.9166	1	0
14055	NY	EAST CONCORD	E2325263	78.611	42.5466	1	0
14057	NY	EDEN	E350	78.8781	42.6506	1	0
14058	NY	ELBA	E410	78.1704	43.0897	1	0
14059	NY	ELMA	E450	78.6343	42.834	1	0
14060	NY	FARMERSVILLE STA	F65621423	78.2915	42.4483	1	0
14062	NY	FORESTVILLE	F62314	79.1607	42.4482	1	0
14063	NY	FREDONIA	F635	79.3339	42.4333	1	0
14065	NY	FREEDOM	F635	78.3501	42.4897	1	0
14066	NY	GAINESVILLE	G5214	78.1795	42.619	1	0
14067	NY	GASPORT	G163	78.5745	43.2106	1	0
14068	NY	GETZVILLE	G3214	78.7532	43.024	1	0
14069	NY	GLENWOOD	G453	78.6386	42.6001	1	0
14070	NY	GOWANDA	G530	78.9339	42.4712	1	0
14072	NY	GRAND ISLAND	G6532453	78.9591	43.0183	1	0
14075	NY	HAMBURG	H5162	78.8389	42.7334	1	0
14080	NY	HOLLAND	H453	78.5439	42.6396	1	0
14081	NY	IRVING	I6152	79.0596	42.5739	1	0
14082	NY	JAVA CENTER	J12536	78.3925	42.6634	1	0
14083	NY	JAVA VILLAGE	J142	78.441	42.6769	1	0
14085	NY	LAKE VIEW	L210	78.9327	42.7215	1	0
14086	NY	LANCASTER	L5236	78.6631	42.9017	1	0
14091	NY	LAWTONS	L352	78.9212	42.5404	1	0
14092	NY	LEWISTON	L235	79.0215	43.1722	1	0
14094	NY	LOCKPORT	L2163	78.6923	43.16	1	0
14098	NY	LYNDONVILLE	L53514	78.3811	43.3233	1	0
14101	NY	MACHIAS	M200	78.5059	42.4083	1	0
14102	NY	MARILLA	M640	78.5587	42.8332	1	0
14103	NY	MEDINA	M350	78.3874	43.2184	1	0
14105	NY	MIDDLEPORT	M34163	78.4841	43.2183	1	0
14108	NY	NEWFANE	N150	78.707	43.2724	1	0
14111	NY	NORTH COLLINS	N632452	78.9107	42.5896	1	0
14113	NY	NORTH JAVA	N6321	78.338	42.6776	1	0
14120	NY	NORTH TONAWANDA	N6353	78.851	43.0498	1	0
14125	NY	OAKFIELD	O2143	78.2702	43.0717	1	0
14127	NY	ORCHARD PARK	O6263162	78.7518	42.7639	1	0
14129	NY	PERRYSBURG	P62162	78.9981	42.4723	1	0
14131	NY	RANSOMVILLE	R52514	78.8982	43.2286	1	0
14132	NY	SANBORN	S5165	78.8785	43.1419	1	0
14134	NY	SARDINIA	S635	78.5064	42.533	1	0
14136	NY	SILVER CREEK	S416262	79.1628	42.5357	1	0
14138	NY	SOUTH DAYTON	S350	79.0501	42.3718	1	0
14139	NY	SOUTH WALES	S342	78.5452	42.7063	1	0
14141	NY	SPRINGVILLE	S165214	78.6847	42.52	1	0
14143	NY	STAFFORD	S3163	78.0898	42.9829	1	0
14145	NY	STRYKERSVILLE	S3626214	78.4347	42.7249	1	0
14150	NY	TONAWANDA	T530	78.8547	43.0028	1	0
14167	NY	VARYSBURG	V62162	78.3167	42.7459	1	0
14170	NY	WEST FALLS	W23142	78.6779	42.7053	1	0
14171	NY	WEST VALLEY	W2314	78.628	42.4315	1	0
14172	NY	WILSON	W425	78.8244	43.2968	1	0
14174	NY	YOUNGSTOWN	Y5235	79.0245	43.2461	1	0
14201	NY	BUFFALO	B400	78.8846	42.8967	1	0
14202	NY	BUFFALO	B400	78.8779	42.887	1	0
14203	NY	BUFFALO	B400	78.8681	42.8939	1	0
14204	NY	BUFFALO	B400	78.8597	42.884	1	0
14206	NY	BUFFALO	B400	78.8104	42.8811	1	0
14207	NY	BUFFALO	B400	78.8978	42.9491	1	0
14208	NY	BUFFALO	B400	78.8505	42.9154	1	0
14209	NY	BUFFALO	B400	78.8656	42.913	1	0
14210	NY	BUFFALO	B400	78.8205	42.8614	1	0
14211	NY	BUFFALO	B400	78.8225	42.9082	1	0
14212	NY	BUFFALO	B400	78.8245	42.8946	1	0
14213	NY	BUFFALO	B400	78.8895	42.9167	1	0
14214	NY	BUFFALO	B400	78.8374	42.9414	1	0
14215	NY	BUFFALO	B400	78.8115	42.9335	1	0
14216	NY	BUFFALO	B400	78.8599	42.9499	1	0
14217	NY	KENMORE	K560	78.8729	42.9686	1	0
14218	NY	LACKAWANNA	L250	78.8173	42.8183	1	0
14219	NY	BLASDELL	B4234	78.8222	42.79	1	0
14220	NY	BUFFALO	B400	78.8182	42.8441	1	0
14221	NY	WILLIAMSVILLE	W45214	78.738	42.9856	1	0
14222	NY	BUFFALO	B400	78.8763	42.9164	1	0
14223	NY	BUFFALO	B400	78.845	42.9731	1	0
14224	NY	WEST SENECA	W23252	78.7511	42.8362	1	0
14225	NY	CHEEKTOWAGA	C320	78.7609	42.9286	1	0
14226	NY	AMHERST	A5623	78.7999	42.9672	1	0
14227	NY	CHEEKTOWAGA	C320	78.7419	42.8775	1	0
14228	NY	AMHERST	A5623	78.7746	43.0184	1	0
14301	NY	NIAGARA FALLS	N26142	79.0414	43.0955	1	0
14303	NY	NIAGARA FALLS	N26142	79.037	43.0878	1	0
14304	NY	NIAGARA FALLS	N26142	78.9644	43.0908	1	0
14305	NY	NIAGARA FALLS	N26142	79.0378	43.1146	1	0
14410	NY	ADAMS BASIN	A352125	77.8539	43.1906	1	0
14411	NY	ALBION	A415	78.2068	43.2398	1	0
14414	NY	AVON	A150	77.7274	42.903	1	0
14415	NY	BELLONA	B450	77.0217	42.7554	1	0
14416	NY	BERGEN	B625	77.9603	43.0869	1	0
14418	NY	BRANCHPORT	B652163	77.2052	42.6065	1	0
14420	NY	BROCKPORT	B62163	77.9368	43.2128	1	0
14422	NY	BYRON	B650	78.0629	43.0738	1	0
14423	NY	CALEDONIA	C435	77.8493	42.9567	1	0
14424	NY	CANANDAIGUA	C532	77.2846	42.8689	1	0
14425	NY	CANANDAIGUA	C532	77.3411	42.9596	1	0
14427	NY	CASTILE	C340	78.0547	42.6359	1	0
14428	NY	CLIFTON	C4135	77.8603	43.0896	1	0
14432	NY	CLIFTON SPRINGS	C413521652	77.144	42.9632	1	0
14433	NY	CLYDE	C430	76.8725	43.0855	1	0
14435	NY	CONESUS	C520	77.6747	42.7216	1	0
14437	NY	DANSVILLE	D5214	77.7109	42.57	1	0
14441	NY	DRESDEN	D6235	76.9564	42.6846	1	0
14445	NY	EAST ROCHESTER	E236236	77.4906	43.1128	1	0
14450	NY	FAIRPORT	F6163	77.436	43.0892	1	0
14454	NY	GENESEO	G520	77.7996	42.7938	1	0
14456	NY	GENEVA	G510	76.9913	42.8637	1	0
14462	NY	GROVELAND	G61453	77.7573	42.676	1	0
14464	NY	HAMLIN	H545	77.927	43.3076	1	0
14466	NY	HEMLOCK	H542	77.582	42.78	1	0
14467	NY	HENRIETTA	H563	77.6122	43.0483	1	0
14468	NY	HILTON	H435	77.7905	43.2923	1	0
14469	NY	BLOOMFIELD	B45143	77.46	42.8851	1	0
14470	NY	HULBERTON	H41635	78.0404	43.2255	1	0
14471	NY	HONEOYE	H500	77.5054	42.7686	1	0
14472	NY	HONEOYE FALLS	H5142	77.5781	42.9695	1	0
14475	NY	IONIA	I500	77.5009	42.938	1	0
14476	NY	KENDALL	K534	78.0304	43.3284	1	0
14477	NY	KENT	K530	78.1355	43.3341	1	0
14478	NY	BLUFF POINT	B4153	77.1052	42.601	1	0
14480	NY	LAKEVILLE	L214	77.7149	42.8296	1	0
14481	NY	LEICESTER	L236	77.899	42.7739	1	0
14482	NY	LE ROY	L600	77.9851	42.9774	1	0
14485	NY	LIMA	L500	77.6083	42.9012	1	0
14486	NY	LINWOOD	L530	77.9104	42.8847	1	0
14487	NY	LIVONIA	L150	77.6635	42.8135	1	0
14489	NY	LYONS	L520	76.9896	43.0777	1	0
14502	NY	MACEDON	M235	77.3372	43.0784	1	0
14504	NY	MANCHESTER	M236	77.2297	42.9699	1	0
14505	NY	MARION	M650	77.1863	43.1546	1	0
14506	NY	MENDON	M350	77.5001	42.9953	1	0
14507	NY	MIDDLESEX	M342	77.2805	42.6976	1	0
14510	NY	TUSCARORA	T260	77.8611	42.7054	1	0
14512	NY	NAPLES	N142	77.3901	42.6404	1	0
14513	NY	NEWARK	N620	77.0946	43.0519	1	0
14514	NY	NORTH CHILI	N6324	77.8005	43.1186	1	0
14516	NY	NORTH ROSE	N6362	76.9152	43.1964	1	0
14517	NY	NUNDA	N300	77.918	42.5867	1	0
14519	NY	ONTARIO	O536	77.3088	43.2291	1	0
14521	NY	HAYT CORNERS	H326562	76.8216	42.677	1	0
14522	NY	PALMYRA	P456	77.2218	43.0622	1	0
14525	NY	LINWOOD	L530	78.0147	42.8801	1	0
14526	NY	PENFIELD	P5143	77.456	43.1396	1	0
14527	NY	PENN YAN	P500	77.0569	42.6645	1	0
14530	NY	PERRY	P600	78.0059	42.7229	1	0
14532	NY	PHELPS	P412	77.0473	42.9582	1	0
14533	NY	WADSWORTH	W3263	77.8825	42.8427	1	0
14534	NY	PITTSFORD	P32163	77.5141	43.0695	1	0
14536	NY	PORTAGEVILLE	P63214	78.0856	42.557	1	0
14541	NY	MAC DOUGALL	M2324	76.8536	42.7614	1	0
14543	NY	WEST RUSH	W2362	77.6654	42.9989	1	0
14544	NY	RUSHVILLE	R214	77.2395	42.7597	1	0
14545	NY	SCOTTSBURG	S32162	77.6826	42.6589	1	0
14546	NY	SCOTTSVILLE	S3214	77.7743	43.0246	1	0
14548	NY	SHORTSVILLE	S63214	77.2273	42.969	1	0
14550	NY	ROCK GLEN	R245	78.093	42.6694	1	0
14551	NY	SODUS	S320	77.0514	43.2217	1	0
14555	NY	SODUS POINT	S32153	76.9883	43.2651	1	0
14559	NY	SPENCERPORT	S1526163	77.8043	43.1895	1	0
14560	NY	SPRINGWATER	S165236	77.5775	42.6776	1	0
14561	NY	STANLEY	S354	77.1207	42.8303	1	0
14564	NY	VICTOR	V236	77.418	42.9866	1	0
14568	NY	WALWORTH	W463	77.2858	43.1402	1	0
14569	NY	WARSAW	W620	78.1429	42.741	1	0
14571	NY	WATERPORT	W36163	78.243	43.3326	1	0
14572	NY	WAYLAND	W453	77.5906	42.5593	1	0
14580	NY	WEBSTER	W1236	77.4616	43.2196	1	0
14586	NY	WEST HENRIETTA	W23563	77.6871	43.0397	1	0
14589	NY	WILLIAMSON	W4525	77.17	43.2421	1	0
14590	NY	WOLCOTT	W423	76.8217	43.2341	1	0
14591	NY	WYOMING	W520	78.0833	42.8317	1	0
14604	NY	ROCHESTER	R236	77.608	43.1577	1	0
14605	NY	ROCHESTER	R236	77.6007	43.1698	1	0
14606	NY	ROCHESTER	R236	77.6845	43.1685	1	0
14607	NY	ROCHESTER	R236	77.589	43.1501	1	0
14608	NY	ROCHESTER	R236	77.6258	43.1521	1	0
14609	NY	ROCHESTER	R236	77.5637	43.174	1	0
14610	NY	ROCHESTER	R236	77.5495	43.1452	1	0
14611	NY	ROCHESTER	R236	77.6394	43.1484	1	0
14612	NY	ROCHESTER	R236	77.6652	43.2566	1	0
14613	NY	ROCHESTER	R236	77.6393	43.1831	1	0
14614	NY	ROCHESTER	R236	77.6142	43.1558	1	0
14615	NY	ROCHESTER	R236	77.6521	43.2057	1	0
14616	NY	GREECE	G620	77.6512	43.2324	1	0
14617	NY	ROCHESTER	R236	77.5994	43.2203	1	0
14618	NY	TWELVE CORNERS	T4126562	77.5588	43.1154	1	0
14619	NY	ROCHESTER	R236	77.6481	43.1367	1	0
14620	NY	ROCHESTER	R236	77.6062	43.1317	1	0
14621	NY	ROCHESTER	R236	77.6043	43.1834	1	0
14622	NY	ROCHESTER	R236	77.5555	43.214	1	0
14623	NY	ROCHESTER	R236	77.6344	43.0834	1	0
14624	NY	WESTGATE	W2323	77.7336	43.1259	1	0
14625	NY	PANORAMA	P565	77.5032	43.1495	1	0
14626	NY	ROCHESTER	R236	77.704	43.2126	1	0
14701	NY	JAMESTOWN	J5235	79.244	42.0928	1	0
14706	NY	ALLEGANY	A425	78.4999	42.0918	1	0
14708	NY	ALMA	A450	78.04	42.0169	1	0
14709	NY	ANGELICA	A5242	77.9947	42.3263	1	0
14710	NY	ASHVILLE	A214	79.4056	42.1084	1	0
14711	NY	BELFAST	B4123	78.0943	42.32	1	0
14712	NY	BEMUS POINT	B52153	79.3581	42.1513	1	0
14714	NY	BLACK CREEK	B4262	78.2312	42.2855	1	0
14715	NY	BOLIVAR	B416	78.1448	42.0704	1	0
14716	NY	BROCTON	B6235	79.4344	42.394	1	0
14717	NY	CANEADEA	C530	78.1973	42.3703	1	0
14718	NY	CASSADAGA	C320	79.2993	42.3504	1	0
14719	NY	CATTARAUGUS	C362	78.8885	42.3333	1	0
14721	NY	CERES	C620	78.2727	41.9994	1	0
14723	NY	CHERRY CREEK	C6262	79.1203	42.3127	1	0
14724	NY	CLYMER	C456	79.6685	42.0557	1	0
14726	NY	CONEWANGO VALLEY	C5214	79.022	42.2625	1	0
14727	NY	CUBA	C100	78.2751	42.1882	1	0
14728	NY	DEWITTVILLE	D140	79.4193	42.2394	1	0
14729	NY	EAST OTTO	E230	78.7432	42.3971	1	0
14731	NY	ELLICOTTVILLE	E42314	78.6606	42.2959	1	0
14733	NY	FALCONER	F4256	79.1895	42.1239	1	0
14735	NY	FILLMORE	F456	78.1062	42.4636	1	0
